First_pokemon,Second_pokemon,id_primer_ataq,nombre1,tipo1_id1,tipo2_id1,nombre2,tipo1_id2,tipo2_id2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,P1_type1,P1_type2,P2_type1,P2_type2,Winner
306,369,306,224,14,4,601,13,12,-5,-35,5,25,55,15,2.0,1.0,2.0,1.0,0
505,84,505,705,13,5,533,6,12,33,21,10,21,0,-5,1.0,1.0,1.0,1.0,1
271,69,271,286,6,7,1,14,12,81,110,75,5,99,0,1.0,1.0,1.0,1.0,1
9,82,9,411,6,7,259,15,10,23,9,-37,114,70,65,0.5,0.5,4.0,0.0,0
770,159,770,27,15,11,466,6,7,33,-23,-18,-26,7,-32,4.0,1.0,1.0,0.5,1
599,228,599,691,5,12,553,17,14,55,5,10,-25,30,-40,0.5,1.0,1.0,1.0,1
584,29,584,574,15,12,173,13,12,20,15,41,-15,-29,-40,1.0,1.0,0.5,1.0,0
770,241,770,27,15,11,112,17,16,68,22,-13,34,7,23,1.0,0.5,2.0,2.0,0
522,537,522,345,9,12,469,3,9,15,45,23,-45,-42,9,0.5,1.0,0.5,0.5,0
639,405,639,645,14,12,566,17,16,-55,-60,-90,60,-15,-35,1.0,1.0,1.0,1.0,1
152,526,152,309,15,18,536,12,12,-55,0,20,-80,-30,-35,1.0,1.0,0.5,1.0,1
670,202,670,336,8,6,530,17,12,-30,-35,-15,5,-40,-15,1.0,0.5,2.0,1.0,1
515,35,515,349,12,12,480,13,12,55,38,43,40,55,9,1.0,1.0,1.0,1.0,0
222,706,222,162,12,12,693,3,7,21,-35,0,-80,-15,-56,1.0,1.0,1.0,1.0,1
110,197,110,177,3,12,403,3,2,-30,-45,-35,-85,-30,95,0.25,1.0,0.5,1.0,0
269,179,269,442,15,1,487,12,7,0,114,100,19,24,1,2.0,1.0,0.5,0.5,0
382,555,382,194,17,12,640,9,12,-25,-30,-35,-35,0,17,0.5,1.0,2.0,1.0,1
5,49,5,85,6,12,495,9,14,-6,2,-12,-15,-15,35,2.0,1.0,0.5,1.0,0
224,708,224,662,16,10,777,2,3,-25,-65,80,-65,-35,-60,0.5,2.0,0.5,0.0,0
408,485,408,607,2,12,63,16,15,8,71,14,36,-36,27,0.5,1.0,1.0,1.0,0
234,684,234,639,1,11,246,10,8,-4,21,5,0,25,80,2.0,2.0,1.0,0.5,0
628,533,628,20,15,7,274,3,6,5,47,-62,-31,-62,-16,2.0,0.5,2.0,0.5,1
47,277,47,781,13,7,699,6,12,-5,-15,-5,-40,-10,10,1.0,1.0,1.0,1.0,0
340,269,340,425,3,12,442,15,1,-30,-89,-70,40,-40,64,1.0,1.0,1.0,1.0,0
254,746,254,656,12,12,186,14,12,11,47,8,22,5,17,1.0,1.0,1.0,1.0,0
743,658,743,503,5,12,221,0,3,-3,5,2,-51,-12,-65,0.5,1.0,0.5,1.0,1
629,275,629,21,15,7,587,9,12,5,55,0,7,-20,-10,1.0,2.0,1.0,1.0,1
182,52,182,650,0,14,508,0,9,5,-10,-15,-5,-15,5,2.0,2.0,0.5,0.25,0
81,658,81,229,15,10,221,0,3,-30,3,40,-67,-30,-88,2.0,1.0,1.0,0.0,0
215,384,215,633,17,15,79,12,12,25,5,10,30,40,-40,1.0,1.0,1.0,1.0,1
648,749,648,585,12,9,287,16,8,35,20,-30,25,33,67,0.0,0.5,1.0,0.0,0
97,436,97,472,13,12,93,6,12,61,47,31,7,56,-11,1.0,1.0,1.0,1.0,1
265,234,265,667,17,12,639,1,11,45,-20,60,55,40,-30,1.0,1.0,1.0,0.5,1
420,606,420,344,2,15,589,0,14,20,-10,-9,75,41,-2,1.0,2.0,2.0,1.0,1
256,653,256,718,5,12,14,9,14,-79,-50,-35,-50,-45,5,0.5,1.0,1.0,1.0,0
412,7,412,452,16,15,84,6,7,-18,-9,22,-54,-5,-50,0.5,1.0,2.0,0.5,1
713,516,713,334,2,11,572,10,16,10,-20,-40,115,45,55,1.0,2.0,1.0,2.0,0
555,634,555,640,9,12,462,12,12,-10,-5,15,5,15,-12,1.0,1.0,1.0,1.0,1
259,489,259,178,3,12,270,12,12,-55,58,32,50,-10,65,1.0,1.0,1.0,1.0,0
314,9,314,629,12,12,411,6,7,72,56,22,-64,-50,0,1.0,1.0,1.0,1.0,1
430,669,430,139,14,12,357,8,6,0,150,-35,115,-35,130,1.0,1.0,2.0,1.0,0
23,237,23,519,12,7,635,6,12,43,40,35,0,30,81,1.0,1.0,1.0,1.0,0
474,391,474,155,8,7,710,9,7,51,12,-39,18,-33,29,1.0,2.0,0.5,1.0,0
494,383,494,223,2,10,459,17,12,13,70,16,-20,-40,21,1.0,1.0,1.0,1.0,0
762,311,762,150,13,2,61,9,5,5,-55,10,37,63,-26,2.0,1.0,0.25,0.5,1
422,346,422,331,17,12,267,13,12,30,57,37,107,87,50,1.0,1.0,1.0,1.0,0
233,666,233,419,0,5,171,3,12,-5,70,35,-65,25,25,1.0,1.0,1.0,1.0,0
272,84,272,81,14,9,533,6,12,50,15,45,35,35,10,1.0,0.5,2.0,1.0,0
323,80,323,32,12,4,688,17,14,-30,-50,-25,-60,-80,-80,1.0,1.0,1.0,2.0,1
38,582,38,481,13,12,55,3,12,1,-3,8,-10,8,-26,1.0,1.0,1.0,1.0,1
472,381,472,13,12,12,22,15,0,0,-25,-34,-10,-14,70,0.5,1.0,1.0,1.0,0
412,617,412,452,16,15,128,6,15,-45,45,-5,-85,-25,-5,0.5,0.5,2.0,0.25,1
466,530,466,65,17,12,166,8,12,10,-35,-100,-5,-105,40,1.0,1.0,1.0,1.0,0
321,735,321,380,5,12,738,0,7,-8,8,-20,-70,-20,-64,0.25,1.0,0.5,2.0,1
739,258,739,206,4,12,638,11,15,9,15,32,-10,33,-13,1.0,1.0,1.0,1.0,1
330,92,330,426,16,4,147,12,7,15,20,80,20,60,-25,1.0,1.0,0.5,0.5,1
393,303,393,2,1,12,512,17,7,5,80,-40,-10,-10,10,1.0,1.0,1.0,1.0,0
475,94,475,67,12,12,597,17,12,-10,21,-11,-1,-14,40,1.0,1.0,1.0,1.0,0
539,781,539,450,14,12,543,8,9,31,39,35,61,50,29,1.0,1.0,2.0,1.0,0
20,757,20,406,0,14,301,1,15,12,96,-13,-22,34,100,4.0,1.0,1.0,2.0,0
119,146,119,754,13,12,727,17,12,-65,25,60,-25,-25,-5,1.0,1.0,1.0,1.0,1
736,13,736,356,6,13,407,17,12,-17,-53,-62,-62,-61,-6,0.5,1.0,2.0,1.0,1
287,174,287,778,12,12,120,17,12,-27,-50,-39,-29,-22,2,1.0,1.0,1.0,1.0,0
465,26,465,500,3,12,559,12,12,5,-36,10,-5,20,-2,1.0,1.0,1.0,1.0,1
688,362,688,58,12,12,208,10,2,15,10,15,-40,15,-45,1.0,1.0,1.0,1.0,1
572,319,572,620,9,12,361,12,12,-9,27,20,27,20,53,1.0,1.0,1.0,1.0,0
177,411,177,218,12,12,45,16,15,45,21,-16,10,-5,60,0.5,1.0,1.0,1.0,0
165,52,165,430,14,12,508,0,9,71,80,15,149,65,115,1.0,1.0,2.0,1.0,0
610,259,610,353,9,12,178,3,12,25,-3,38,45,20,-5,1.0,1.0,0.5,1.0,1
238,222,238,374,6,16,162,12,12,-50,-20,50,15,15,-15,1.0,1.0,0.5,1.0,1
193,535,193,768,14,7,216,3,11,15,10,-37,-10,-37,9,1.0,0.5,2.0,1.0,0
750,793,750,149,16,8,769,4,12,-67,-21,55,-86,-49,-64,2.0,1.0,0.5,1.0,1
591,396,591,26,12,12,642,11,12,53,10,36,10,36,0,1.0,1.0,1.0,1.0,1
401,133,401,747,11,18,592,0,7,40,-30,10,40,10,-40,2.0,1.0,1.0,1.0,1
334,758,334,400,16,12,381,1,15,-16,48,142,-8,5,-23,1.0,1.0,1.0,0.5,1
23,645,23,519,12,7,724,11,12,32,15,10,-10,-5,42,1.0,1.0,2.0,1.0,0
45,786,45,303,12,4,256,8,9,60,-40,-102,-13,-50,-79,0.0,1.0,0.0,1.0,1
158,677,158,775,3,7,122,11,12,20,40,55,30,-45,-5,1.0,1.0,2.0,1.0,1
103,502,103,416,8,14,626,13,0,20,15,-10,140,40,65,1.0,0.5,0.25,0.25,0
171,679,171,551,6,12,3,0,12,-22,-6,18,-20,5,-65,2.0,1.0,0.5,1.0,1
385,498,385,315,12,12,362,5,17,-10,-20,0,-55,50,-50,0.5,1.0,2.0,1.0,1
704,692,704,702,7,12,384,1,7,-31,35,-25,55,-5,41,1.0,1.0,1.0,1.0,0
795,627,795,783,2,10,76,17,16,34,-8,-12,-2,30,63,1.0,2.0,1.0,0.5,0
126,464,126,292,17,12,732,0,7,-40,-40,-32,-10,-77,20,1.0,1.0,1.0,1.0,0
203,130,203,291,9,7,661,17,12,5,-10,-15,-35,0,-35,2.0,1.0,0.5,1.0,1
192,665,192,477,14,7,170,3,12,-25,-35,-25,-5,-25,30,1.0,0.5,2.0,1.0,0
472,418,472,13,12,12,343,2,15,-5,20,-24,-50,-64,5,1.0,1.0,1.0,1.0,0
582,405,582,55,3,12,566,17,16,-55,-30,-98,5,-33,21,2.0,1.0,1.0,1.0,0
112,199,112,189,9,15,390,17,4,25,75,35,105,15,15,2.0,1.0,0.5,1.0,0
593,740,593,694,5,12,207,4,12,-3,15,-13,-87,-119,-40,0.5,1.0,2.0,1.0,1
520,317,520,696,4,7,606,0,8,84,-40,50,90,85,40,1.0,2.0,0.25,1.0,0
764,226,764,100,17,12,644,4,12,11,-7,38,80,49,29,1.0,1.0,1.0,1.0,0
75,785,75,370,5,12,254,8,9,25,40,-42,7,10,-29,0.0,1.0,1.0,1.0,1
595,570,595,110,5,12,351,1,12,41,52,45,-33,15,-61,2.0,1.0,0.5,1.0,0
742,225,742,241,9,12,440,16,10,48,-25,-168,42,-14,38,1.0,1.0,1.0,0.5,0
110,335,110,177,3,12,396,5,15,30,10,15,40,25,80,1.0,1.0,1.0,1.0,0
6,626,6,86,6,12,695,17,16,4,-14,-45,27,20,58,0.25,1.0,2.0,2.0,1
602,88,602,672,0,9,439,17,15,-40,-12,-90,-80,0,12,2.0,2.0,0.5,1.0,0
542,61,542,501,17,2,244,17,12,10,38,22,55,40,15,0.5,1.0,0.25,1.0,0
410,216,410,435,2,7,464,8,12,35,85,70,35,5,35,1.0,1.0,1.0,1.0,0
187,594,187,518,3,12,268,5,12,-65,-65,-70,-5,-15,20,1.0,1.0,1.0,1.0,1
743,517,743,503,5,12,684,9,12,-33,-18,-63,-64,-2,-7,1.0,1.0,1.0,1.0,1
5,147,5,85,6,12,305,3,12,-26,-13,-17,-50,-45,-65,1.0,1.0,1.0,1.0,1
295,241,295,358,17,9,112,17,16,5,-5,-35,-5,-15,15,1.0,4.0,0.25,1.0,0
620,427,620,121,0,16,433,2,7,-35,-85,25,-115,-25,-70,0.5,2.0,1.0,1.0,1
398,231,398,417,11,12,615,0,16,60,110,-150,110,-150,95,1.0,1.0,1.0,2.0,0
414,302,414,428,16,15,759,17,7,40,115,120,50,80,25,0.5,1.0,1.0,0.5,0
298,8,298,493,9,1,410,6,2,-8,-60,-71,-70,-45,-40,0.25,1.0,2.0,1.0,1
219,173,219,232,12,15,704,17,12,20,15,1,46,17,42,1.0,1.0,1.0,1.0,0
555,718,555,640,9,12,227,0,17,-26,-75,-40,-75,-40,-36,0.25,1.0,2.0,1.0,1
422,424,422,331,17,12,263,10,12,0,-50,-50,50,50,0,2.0,1.0,1.0,1.0,1
611,609,611,38,17,12,514,9,12,25,57,15,10,5,68,0.5,1.0,2.0,1.0,0
570,764,570,351,1,12,100,17,12,-7,15,-38,-32,-39,47,1.0,1.0,1.0,1.0,0
83,635,83,245,15,10,97,12,12,5,25,70,-10,5,-70,1.0,1.0,0.5,1.0,1
668,755,668,44,14,12,678,4,12,13,27,9,66,38,-9,1.0,1.0,1.0,1.0,1
7,118,7,84,6,7,325,13,12,38,19,-17,49,40,65,1.0,1.0,1.0,1.0,0
368,595,368,774,12,12,110,5,12,-32,-25,-35,5,-5,45,1.0,1.0,2.0,1.0,0
98,733,98,608,17,12,586,0,12,-8,30,60,18,0,5,1.0,1.0,1.0,1.0,0
376,282,376,34,10,15,392,17,10,-30,-45,-15,-20,0,5,1.0,1.0,2.0,1.0,0
313,423,313,735,12,12,539,17,12,-20,-70,-10,-125,-105,0,1.0,1.0,1.0,1.0,1
794,703,794,773,1,7,701,7,12,47,16,25,6,18,-12,1.0,1.0,1.0,1.0,1
235,83,235,686,12,12,245,15,10,-20,-40,-80,-5,-15,-5,0.5,1.0,1.0,1.0,1
673,638,673,211,2,12,252,14,12,-4,62,-25,-55,-60,2,1.0,1.0,1.0,1.0,0
175,429,175,196,17,12,137,14,12,35,-45,50,-71,33,-72,1.0,1.0,1.0,1.0,1
708,383,708,777,2,3,459,17,12,5,90,41,20,-25,9,1.0,2.0,0.5,1.0,0
257,756,257,285,5,12,636,4,12,-32,15,9,-50,35,-2,0.5,1.0,2.0,1.0,1
709,741,709,337,10,7,623,9,12,23,60,42,53,23,49,0.5,2.0,1.0,1.0,0
352,730,352,746,17,12,204,12,7,125,40,2,50,7,-2,1.0,1.0,1.0,1.0,1
338,347,338,176,3,12,673,13,12,-60,-28,-43,-8,-43,10,1.0,1.0,1.0,1.0,0
639,766,639,645,14,12,277,3,13,-17,-25,-12,-4,-44,-89,1.0,1.0,1.0,1.0,1
328,329,328,434,1,8,394,16,4,0,0,40,30,60,-30,0.5,1.0,1.0,2.0,1
528,765,528,413,14,5,278,3,13,24,127,62,4,72,40,1.0,2.0,1.0,1.0,0
711,230,711,332,2,11,437,0,17,55,-20,-50,65,-10,20,0.5,0.5,1.0,2.0,0
323,150,323,32,12,4,496,15,18,15,-20,-60,-70,-15,-15,0.5,1.0,1.0,1.0,1
543,483,543,276,6,17,665,13,1,28,27,59,89,65,3,1.0,1.0,0.0,1.0,0
10,779,10,655,17,12,516,8,9,1,-22,17,0,4,5,0.5,1.0,1.0,2.0,0
155,570,155,399,15,7,351,1,12,16,47,35,-18,45,44,1.0,1.0,1.0,1.0,0
187,198,187,518,3,12,46,9,12,-55,-40,-80,-55,-65,10,0.5,1.0,1.0,1.0,0
611,521,611,38,17,12,772,0,7,-16,16,-21,-36,-1,3,1.0,1.0,1.0,1.0,0
321,342,321,380,5,12,463,3,12,12,20,-20,-55,-55,-70,1.0,1.0,1.0,1.0,1
785,312,785,254,8,9,630,12,12,5,30,62,23,40,54,0.0,1.0,0.0,1.0,1
215,467,215,633,17,15,205,17,12,10,-30,25,15,60,-85,0.5,1.0,0.5,1.0,1
453,640,453,576,9,14,163,14,12,-5,30,15,0,45,60,1.0,1.0,2.0,1.0,0
110,114,110,177,3,12,391,10,12,0,-30,-40,30,0,95,0.0,1.0,2.0,1.0,1
510,626,510,643,9,11,695,17,16,6,-16,-53,9,15,18,4.0,0.5,0.5,2.0,0
323,665,323,32,12,4,170,3,12,-15,-65,-30,-55,-30,-20,1.0,1.0,1.0,1.0,1
580,522,580,706,12,7,345,9,12,-3,-33,-68,-10,-23,-30,1.0,2.0,0.5,1.0,1
550,330,550,126,1,12,426,16,4,20,-15,-35,80,-5,75,0.5,1.0,1.0,2.0,0
754,506,754,23,4,12,75,9,12,27,-28,0,9,17,-17,1.0,1.0,1.0,1.0,1
49,154,49,495,9,14,6,15,7,-35,-55,-10,15,-10,-100,1.0,0.5,1.0,2.0,1
528,541,528,413,14,5,142,16,2,-32,45,-25,-85,15,20,0.5,2.0,1.0,1.0,0
623,186,623,617,14,7,339,17,3,-53,0,22,27,4,30,1.0,0.5,1.0,2.0,0
279,272,279,53,6,5,81,14,9,-20,20,-30,10,-30,-20,2.0,0.5,2.0,0.5,1
299,301,299,612,9,1,676,12,7,30,15,0,40,10,-45,0.5,1.0,1.0,2.0,1
412,136,412,452,16,15,376,6,12,-5,-20,43,-45,-5,-43,0.5,1.0,2.0,1.0,1
680,720,680,664,10,3,552,9,12,48,-12,-11,25,41,-25,0.5,0.5,2.0,1.0,1
467,228,467,205,17,12,553,17,14,20,10,-20,30,-5,30,0.5,1.0,0.5,1.0,0
740,39,740,207,4,12,483,13,12,17,-7,11,57,99,10,1.0,1.0,2.0,1.0,0
774,798,774,74,15,4,288,14,8,-30,-60,90,-100,20,-20,1.0,1.0,1.0,1.0,1
537,446,537,469,3,9,49,12,18,-29,-20,47,50,47,15,2.0,2.0,1.0,0.5,0
690,616,690,60,12,7,127,6,12,-5,-17,20,27,20,-15,1.0,1.0,1.0,1.0,1
438,621,438,300,6,5,591,1,5,26,29,1,69,1,60,1.0,2.0,0.5,1.0,0
124,449,124,313,12,12,613,3,12,60,30,46,0,46,45,1.0,1.0,1.0,1.0,0
389,337,389,167,8,12,427,5,15,-40,-60,5,-50,5,-75,2.0,1.0,0.0,1.0,0
91,562,91,192,12,7,141,17,12,-23,-10,-5,-25,2,0,1.0,1.0,1.0,1.0,1
53,441,53,509,0,9,182,17,17,-24,9,-8,-51,-21,-30,0.5,1.0,0.5,1.0,1
474,115,474,155,8,7,284,5,12,100,-40,-9,55,-56,-7,1.0,2.0,0.0,1.0,1
678,42,678,610,0,12,102,4,12,-45,-30,12,-55,-25,-35,0.5,1.0,1.0,1.0,1
642,253,642,160,17,7,537,12,12,-23,-36,-40,-61,-45,-5,1.0,1.0,1.0,1.0,1
489,119,489,270,12,12,754,13,12,35,-85,-115,-70,-5,-30,1.0,1.0,1.0,1.0,1
288,670,288,355,12,12,336,8,6,18,30,1,-45,1,45,0.0,1.0,0.0,1.0,1
708,608,708,777,2,3,755,9,4,40,83,35,43,25,-26,0.0,0.5,0.5,2.0,1
458,148,458,69,0,12,202,6,12,-25,-101,-15,-66,-65,-29,0.5,1.0,2.0,1.0,1
242,760,242,567,17,12,36,15,18,-37,-40,-80,11,-51,-3,1.0,1.0,1.0,0.5,1
584,737,584,574,15,12,549,6,13,-31,7,13,-84,-41,-91,2.0,1.0,0.5,0.5,0
67,764,67,531,17,12,100,17,12,-6,-8,-23,-70,-39,31,0.5,1.0,0.5,1.0,0
327,616,327,579,1,8,127,6,12,-55,-65,20,35,10,-45,1.0,1.0,1.0,1.0,1
482,671,482,96,14,12,82,8,6,-15,-25,-40,-80,-40,-35,1.0,1.0,2.0,1.0,1
608,299,608,755,9,4,612,9,1,-30,-33,25,-13,15,36,0.5,2.0,0.5,0.5,0
219,643,219,232,12,15,675,17,7,-5,-7,2,3,2,-13,1.0,1.0,1.0,1.0,1
739,313,739,206,4,12,735,12,12,-26,-35,-33,20,43,-38,1.0,1.0,1.0,1.0,1
733,578,733,586,0,12,476,14,12,-78,-20,-45,-80,-70,6,2.0,1.0,1.0,1.0,0
82,589,82,259,15,10,157,10,12,-5,10,75,15,0,-33,0.5,1.0,2.0,1.0,1
637,352,637,253,14,12,746,17,12,-110,-45,25,-15,40,-5,1.0,1.0,1.0,1.0,1
478,53,478,465,8,12,509,0,9,0,-35,-20,45,25,75,1.0,1.0,0.5,1.0,0
44,384,44,485,6,12,79,12,12,3,6,5,11,30,30,1.0,1.0,1.0,1.0,0
455,634,455,557,15,12,462,12,12,42,115,20,25,10,-17,1.0,1.0,0.5,1.0,1
105,463,105,158,14,12,108,0,7,30,18,3,13,48,-28,1.0,1.0,2.0,1.0,1
668,164,668,44,14,12,429,14,5,-31,-115,-25,-29,-5,-90,1.0,1.0,0.5,0.5,1
466,494,466,65,17,12,223,2,10,-53,-65,-60,-20,-55,-17,1.0,1.0,1.0,1.0,1
768,724,768,717,15,2,135,6,15,7,52,47,-45,-41,-33,2.0,1.0,0.25,1.0,1
459,227,459,763,0,9,258,4,12,-30,-61,10,19,45,-9,0.5,1.0,1.0,1.0,1
93,653,93,146,12,7,14,9,14,-54,25,0,-25,-20,70,1.0,2.0,0.5,1.0,0
637,787,637,253,14,12,255,8,9,-15,-50,-52,17,10,-14,1.0,1.0,2.0,1.0,1
214,691,214,475,1,7,743,1,7,-10,30,-33,40,-23,31,0.5,1.0,0.5,1.0,0
444,315,444,657,12,7,484,0,10,54,75,-20,20,30,60,1.0,2.0,0.5,0.0,0
463,151,463,108,0,7,497,15,18,-40,-30,-83,-85,-28,15,1.0,0.5,4.0,1.0,0
368,120,368,774,12,12,571,10,16,-7,30,-35,30,30,65,0.5,1.0,1.0,1.0,0
230,755,230,437,0,17,678,4,12,8,102,74,6,43,26,0.5,2.0,0.5,1.0,0
136,613,136,376,6,12,329,10,1,5,13,12,55,40,19,1.0,1.0,2.0,1.0,0
668,181,668,44,14,12,347,0,7,20,40,25,70,-15,-45,1.0,1.0,2.0,1.0,1
781,527,781,543,8,9,220,14,5,-19,-59,5,-21,-60,-29,2.0,1.0,1.0,0.0,1
360,294,360,707,10,12,360,17,9,5,70,15,5,-5,-20,0.5,1.0,2.0,2.0,0
235,464,235,686,12,12,732,0,7,-10,0,-52,-30,-52,0,1.0,1.0,1.0,1.0,1
13,329,13,407,17,12,394,16,4,29,18,35,80,60,28,1.0,1.0,0.5,1.0,0
459,683,459,763,0,9,159,2,12,-17,-61,-5,19,15,-12,1.0,0.5,1.0,1.0,1
613,504,613,329,10,1,118,13,5,12,21,5,-16,5,24,2.0,0.5,0.5,2.0,0
356,214,356,700,6,12,475,1,7,10,0,98,0,28,-71,1.0,1.0,1.0,1.0,1
132,529,132,470,14,4,541,15,17,-20,-10,-80,25,-30,50,0.5,0.5,1.0,2.0,1
477,363,477,423,12,5,71,9,12,15,51,54,-31,56,100,1.0,1.0,1.0,1.0,0
61,543,61,244,17,12,276,6,17,-11,-8,-28,-35,-26,8,2.0,1.0,0.5,0.5,0
296,372,296,363,17,9,37,17,10,30,22,27,44,59,10,1.0,4.0,0.25,0.5,0
615,605,615,129,6,12,756,0,14,30,35,-54,-25,-34,3,2.0,1.0,0.5,1.0,0
786,793,786,256,8,9,769,4,12,-71,-46,27,-73,-23,0,1.0,1.0,1.0,1.0,1
705,722,705,692,3,7,195,6,12,39,70,30,63,20,51,1.0,1.0,1.0,1.0,0
3,632,3,731,9,14,780,1,12,40,17,43,20,60,15,1.0,1.0,1.0,1.0,0
127,635,127,593,17,12,97,12,12,-20,-30,35,30,-15,-30,1.0,1.0,1.0,1.0,1
557,172,557,600,9,12,715,6,12,-3,-9,17,-34,10,13,0.5,1.0,2.0,1.0,0
143,268,143,340,17,11,716,15,1,30,-49,-30,-10,-5,-1,2.0,1.0,2.0,1.0,1
280,252,280,408,6,5,148,10,12,-10,40,-40,70,20,50,1.0,1.0,2.0,1.0,0
59,630,59,513,12,12,711,13,12,15,20,-2,25,3,50,1.0,1.0,1.0,1.0,0
735,582,735,738,0,7,55,3,12,35,-8,18,40,18,13,1.0,0.5,2.0,1.0,0
130,325,130,661,17,12,625,12,12,-20,0,10,35,20,35,1.0,1.0,1.0,1.0,0
221,45,221,210,0,17,303,12,4,-40,45,120,15,35,20,0.5,2.0,0.5,0.5,0
634,678,634,462,12,12,610,0,12,5,10,-45,0,-25,50,1.0,1.0,1.0,1.0,0
87,789,87,632,17,15,48,11,12,40,6,25,68,45,2,1.0,1.0,0.25,1.0,0
15,352,15,453,0,12,746,17,12,-120,-70,10,-65,-20,-30,1.0,1.0,1.0,1.0,1
112,533,112,189,9,15,274,3,6,45,30,-22,20,-42,-31,0.5,1.0,0.5,2.0,1
537,668,537,469,3,9,44,14,12,-25,-10,32,-20,12,46,1.0,1.0,1.0,1.0,0
128,376,128,243,17,12,34,10,15,5,27,5,-5,-20,8,2.0,1.0,1.0,1.0,0
566,560,566,354,12,12,180,6,5,-65,-63,-20,-75,-20,-10,1.0,1.0,1.0,2.0,1
263,86,263,555,3,12,634,17,15,0,20,10,75,60,100,2.0,1.0,1.0,1.0,0
139,590,139,685,12,12,187,10,17,-35,-35,35,-10,5,22,0.5,1.0,1.0,1.0,0
773,681,773,130,3,4,456,5,12,22,-27,7,26,17,36,1.0,2.0,0.5,1.0,0
45,323,45,303,12,4,32,12,4,65,25,-20,25,-15,0,1.0,1.0,1.0,1.0,1
734,32,734,648,0,12,554,3,12,-15,-68,5,-63,-50,-81,1.0,1.0,1.0,1.0,1
437,783,437,467,6,5,544,8,9,10,12,-18,34,-3,35,2.0,0.0,1.0,0.5,0
348,685,348,77,17,1,247,10,8,-44,-34,-60,10,-60,10,2.0,2.0,1.0,0.5,0
731,798,731,203,6,7,288,14,8,-18,-37,-5,-94,-78,14,1.0,1.0,1.0,1.0,0
341,21,341,529,3,12,521,12,7,20,5,0,50,40,39,2.0,1.0,1.0,0.5,0
208,675,208,668,9,12,123,11,12,20,5,15,45,45,-10,1.0,1.0,2.0,1.0,1
207,354,207,669,9,12,73,6,10,-40,-70,-40,-75,-45,-10,1.0,1.0,2.0,0.5,1
658,549,658,221,0,3,383,17,12,-30,-23,-40,-3,-40,8,1.0,2.0,1.0,1.0,0
343,719,343,739,0,12,91,9,12,9,12,-10,-1,30,47,2.0,1.0,0.5,1.0,0
468,73,468,89,9,12,372,5,12,-25,-45,-5,27,18,0,1.0,1.0,1.0,1.0,1
582,477,582,55,3,12,423,12,5,-20,-76,-62,-4,-64,-59,1.0,1.0,1.0,1.0,1
173,573,173,704,17,12,507,6,12,0,12,16,-9,0,-21,2.0,1.0,0.5,1.0,1
11,70,11,748,17,12,311,14,12,19,28,50,-55,10,-47,1.0,1.0,1.0,1.0,1
356,551,356,700,6,12,604,9,12,-30,-15,40,-15,-30,-80,2.0,1.0,0.5,1.0,1
203,523,203,291,9,7,235,11,12,-30,-25,-70,-95,-40,-15,1.0,1.0,4.0,1.0,1
496,781,496,473,12,12,543,8,9,86,19,-30,-4,30,-46,0.0,1.0,0.0,1.0,1
562,154,562,141,17,12,6,15,7,-5,-30,-5,23,-15,-70,2.0,1.0,1.0,1.0,1
648,362,648,585,12,9,208,10,2,0,0,-10,-20,-10,-5,1.0,1.0,0.5,1.0,1
130,660,130,661,17,12,198,9,17,-44,-49,-76,16,-61,65,0.5,1.0,2.0,0.5,1
265,55,265,667,17,12,729,0,14,30,10,55,0,40,-5,1.0,1.0,1.0,1.0,1
17,3,17,752,0,14,731,9,14,-40,-47,-53,-80,-80,-30,1.0,1.0,0.25,0.5,1
584,460,584,574,15,12,764,0,10,-5,-4,-20,-34,-60,-21,1.0,1.0,1.0,2.0,1
578,180,578,476,14,12,348,0,7,76,35,55,67,15,-26,1.0,1.0,2.0,1.0,1
171,787,171,551,6,12,255,8,9,-17,-31,-64,22,-10,11,2.0,1.0,1.0,0.5,0
715,768,715,317,17,5,717,15,2,9,-49,-29,60,31,37,1.0,2.0,0.5,1.0,0
465,180,465,500,3,12,348,0,7,20,25,40,5,10,40,2.0,1.0,1.0,0.5,0
486,554,486,62,16,15,734,14,6,-33,-11,16,-21,16,-67,0.5,0.5,0.25,2.0,1
799,778,799,289,14,1,322,16,4,23,80,-31,90,43,5,0.5,0.5,1.0,2.0,0
728,626,728,68,12,12,695,17,16,-16,-42,-65,-21,-9,35,0.5,1.0,1.0,1.0,1
416,291,416,562,11,12,42,0,7,20,-20,50,0,150,-15,2.0,1.0,1.0,1.0,1
595,224,595,110,5,12,662,16,10,30,55,-105,0,0,15,2.0,1.0,1.0,1.0,0
410,94,410,435,2,7,597,17,12,30,100,75,75,20,75,1.0,1.0,0.5,1.0,0
159,746,159,466,6,7,186,14,12,28,52,36,62,25,22,1.0,1.0,1.0,1.0,0
522,195,522,345,9,12,200,3,12,-5,55,75,-20,5,50,1.0,1.0,0.5,1.0,0
431,397,431,136,14,12,236,11,12,-30,-10,80,-10,80,10,1.0,1.0,0.5,1.0,0
659,476,659,197,9,17,359,12,12,-21,-26,7,-30,-10,-95,1.0,1.0,0.5,1.0,1
445,126,445,50,12,12,292,17,12,29,5,-30,-35,15,-29,1.0,1.0,1.0,1.0,1
531,207,531,215,11,8,669,9,12,40,50,40,50,40,80,2.0,1.0,1.0,1.0,1
