First_pokemon,Second_pokemon,id_primer_ataq,nombre1,tipo1_id1,tipo2_id1,nombre2,tipo1_id2,tipo2_id2,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,P1_type1,P1_type2,P2_type1,P2_type2
637,736,637,256,14,12,362,6,13,-2,-5,12,2,31,-17,1.0,1.0,1.0,1.0
528,685,528,421,14,5,250,10,8,-21,41,15,10,35,55,1.0,0.0,1.0,2.0
147,547,147,311,3,12,119,14,12,-55,-5,-60,35,-35,45,1.0,1.0,1.0,1.0
765,526,765,282,3,13,546,12,12,-41,-42,-37,-74,-32,-20,1.0,1.0,1.0,1.0
120,268,120,582,10,16,729,15,1,-20,-49,-15,-65,-70,-36,2.0,1.0,0.5,1.0
107,350,107,332,17,12,447,17,1,-40,-35,20,-85,-40,-55,0.5,1.0,0.5,1.0
749,556,749,292,16,8,613,9,12,-15,20,25,-25,-38,-55,1.0,1.0,0.5,1.0
472,547,472,13,12,12,119,14,12,-45,30,-54,-15,-64,30,1.0,1.0,1.0,1.0
33,218,33,594,10,12,776,14,12,-140,42,27,-13,-28,7,1.0,1.0,1.0,1.0
238,126,238,380,6,16,297,17,12,20,10,50,10,55,-30,0.5,1.0,4.0,1.0
591,247,591,27,12,12,299,1,6,58,0,56,-20,36,-15,1.0,1.0,1.0,1.0
409,212,409,591,2,7,188,14,12,30,70,20,-20,-15,-10,1.0,1.0,1.0,1.0
194,327,194,397,3,12,590,1,8,5,-35,-35,0,-20,-15,1.0,1.0,1.0,1.0
345,114,345,586,9,14,399,10,12,-10,-20,-65,50,0,20,2.0,0.5,1.0,1.0
326,784,326,135,12,12,556,8,9,11,-1,-5,11,0,29,0.0,1.0,0.0,1.0
592,108,592,412,12,4,325,17,12,48,-70,11,30,76,-25,1.0,1.0,1.0,1.0
418,614,418,349,2,15,336,10,1,-15,-37,10,45,60,18,1.0,0.0,1.0,2.0
791,505,791,497,7,2,718,13,5,-43,-76,-30,-41,-25,-30,2.0,1.0,1.0,0.5
376,177,376,35,10,15,221,12,12,-45,-36,-9,-5,15,-35,1.0,1.0,1.0,1.0
516,683,516,583,10,16,162,2,12,38,20,40,-5,-35,-8,1.0,1.0,1.0,1.0
162,733,162,155,2,7,598,0,12,53,99,55,73,75,45,1.0,2.0,0.5,1.0
411,537,411,46,16,15,478,3,9,-10,-10,-27,-70,-47,-56,0.5,1.0,1.0,0.5
563,750,563,592,17,12,152,16,8,36,-10,-65,63,21,35,1.0,1.0,0.5,1.0
486,617,486,64,16,15,130,6,15,-38,59,11,-61,11,-22,0.5,0.5,2.0,0.25
706,188,706,706,3,7,106,4,12,29,80,42,100,25,86,1.0,1.0,1.0,1.0
333,281,333,7,16,16,480,17,12,20,40,130,10,10,10,0.5,1.0,2.0,1.0
151,513,151,506,15,18,766,1,11,0,-60,60,70,-15,-70,2.0,1.0,1.0,0.5
304,279,304,567,14,4,55,6,5,-52,-95,-45,-65,-35,-40,2.0,1.0,1.0,0.25
733,641,733,598,0,12,580,14,12,-72,-30,-35,-98,-60,5,2.0,1.0,1.0,1.0
51,223,51,751,9,14,241,10,7,10,5,-20,75,25,-35,1.0,0.5,1.0,2.0
48,703,48,245,13,7,714,7,12,-4,-35,0,-60,-5,-21,1.0,1.0,1.0,1.0
398,247,398,425,11,12,299,1,6,35,60,50,40,30,35,0.5,1.0,1.0,2.0
202,479,202,539,17,12,291,1,7,-10,-50,23,-15,48,-1,1.0,1.0,1.0,1.0
244,285,244,136,11,7,544,1,12,10,0,10,35,15,40,1.0,1.0,1.0,1.0
715,169,715,323,17,5,453,9,12,11,-10,-10,46,-10,28,0.5,1.0,2.0,1.0
223,294,223,241,10,7,366,17,9,25,45,75,-5,15,55,0.5,2.0,2.0,1.0
260,124,260,379,6,12,319,12,12,-60,-20,-43,30,-25,-7,1.0,1.0,1.0,1.0
293,172,293,171,0,14,728,6,12,-18,-34,-8,-59,5,-35,0.5,1.0,2.0,1.0
573,672,573,516,6,12,30,2,12,4,-34,-12,23,8,7,0.5,1.0,1.0,1.0
54,297,54,744,0,14,608,9,12,20,15,0,10,25,15,2.0,2.0,0.25,1.0
59,127,59,522,12,12,605,17,12,10,5,-35,-30,20,30,1.0,1.0,1.0,1.0
322,333,322,274,5,12,7,16,16,74,10,-120,-20,0,0,4.0,1.0,1.0,0.5
308,506,308,683,0,18,77,9,12,-34,-70,-40,-40,-20,19,2.0,0.5,1.0,1.0
779,762,779,525,8,9,153,13,2,-22,-5,-42,-47,-63,-6,1.0,0.25,1.0,1.0
689,421,689,589,12,7,431,2,15,-10,-47,-50,-123,-70,-50,1.0,1.0,1.0,1.0
401,132,401,762,11,18,479,14,4,70,35,25,-5,-30,-25,0.5,1.0,1.0,1.0
284,540,284,450,17,10,31,14,12,25,25,40,-30,40,-45,1.0,1.0,1.0,1.0
266,651,266,348,15,10,187,0,17,-20,-71,-55,-15,-55,21,1.0,1.0,1.0,2.0
302,513,302,775,17,7,766,1,11,-30,-90,-35,10,-55,-40,1.0,1.0,1.0,1.0
481,418,481,559,12,12,349,2,15,-9,2,-26,-46,-71,2,1.0,1.0,1.0,1.0
523,350,523,238,11,12,447,17,1,-5,-80,40,20,30,-40,0.5,1.0,1.0,1.0
526,625,526,546,12,12,109,8,12,27,30,-75,40,-30,60,0.0,1.0,0.0,1.0
424,597,424,266,10,12,511,17,10,25,85,85,35,35,21,1.0,1.0,2.0,1.0
551,302,551,617,9,12,775,17,7,60,70,70,45,70,15,1.0,1.0,0.5,2.0
726,631,726,217,17,12,225,13,12,-26,-32,-30,23,-26,22,1.0,1.0,1.0,1.0
618,378,618,396,9,12,358,15,9,9,45,-10,45,-20,37,1.0,1.0,1.0,0.5
355,3,355,417,6,10,745,9,14,-10,38,17,45,5,-60,2.0,1.0,1.0,0.5
639,427,639,658,14,12,442,2,7,-60,-150,-60,-75,-50,-95,1.0,1.0,1.0,1.0
534,711,534,764,3,18,338,2,11,-75,-65,17,-25,17,-9,0.5,0.5,1.0,0.5
666,417,666,174,3,12,576,16,12,5,40,-70,30,-70,0,1.0,1.0,0.5,1.0
762,46,762,153,13,2,774,12,4,-75,5,45,12,73,-1,2.0,0.0,1.0,2.0
357,110,357,666,14,12,180,3,12,0,-25,-35,-10,0,-80,1.0,1.0,1.0,1.0
785,726,785,257,8,9,217,17,12,11,27,70,-25,19,-13,1.0,2.0,0.5,1.0
395,285,395,783,14,12,544,1,12,60,-32,13,-7,18,-12,0.0,1.0,2.0,1.0
257,513,257,289,5,12,766,1,11,-20,-25,30,-10,25,-55,4.0,1.0,0.5,1.0
17,748,17,767,0,14,456,14,12,-34,-13,-46,-63,-61,-54,2.0,1.0,2.0,1.0
242,296,242,578,17,12,369,17,9,-45,-5,-35,-25,-65,-5,0.25,1.0,0.5,2.0
340,452,340,434,3,12,66,9,14,30,45,45,85,10,80,0.5,1.0,1.0,1.0
383,384,383,468,17,12,81,12,12,25,-10,9,30,55,11,1.0,1.0,1.0,1.0
318,337,318,773,12,12,436,5,15,4,-49,-62,-29,-62,-72,1.0,1.0,2.0,1.0
340,182,340,434,3,12,663,0,14,30,15,40,95,40,105,1.0,1.0,1.0,1.0
558,455,558,702,6,12,568,15,12,-32,-102,-15,-20,-5,-13,0.5,1.0,2.0,1.0
284,621,284,450,17,10,603,1,5,50,75,40,60,40,22,1.0,1.0,1.0,1.0
539,523,539,459,14,12,238,11,12,15,45,-5,-25,10,15,1.0,1.0,0.5,1.0
730,550,730,207,12,7,128,1,12,-25,-40,-47,-95,-52,-63,1.0,1.0,1.0,1.0
398,375,398,425,11,12,118,17,1,17,0,-5,30,25,45,0.5,1.0,1.0,1.0
654,492,654,215,17,8,233,2,10,-3,-30,5,25,40,-2,1.0,1.0,1.0,1.0
576,632,576,632,17,12,796,1,12,35,33,23,18,23,36,1.0,1.0,1.0,1.0
765,615,765,282,3,13,131,6,12,-26,-52,-12,46,-2,20,1.0,1.0,1.0,1.0
240,570,240,534,11,10,357,1,12,36,12,30,-28,10,-56,1.0,1.0,1.0,1.0
47,225,47,797,13,7,449,16,10,-35,-80,-195,-25,-55,25,0.0,0.5,1.0,0.0
600,178,600,596,5,12,295,12,7,15,95,45,-6,19,35,1.0,1.0,1.0,2.0
54,429,54,744,0,14,139,14,12,10,-95,0,-110,5,-105,2.0,1.0,2.0,1.0
77,1,77,768,9,14,68,9,14,20,41,1,20,-20,10,0.25,1.0,0.25,1.0
719,37,719,93,9,12,488,13,10,-34,-31,-22,-27,-40,-38,1.0,1.0,2.0,0.5
213,678,213,733,1,12,623,0,12,45,25,25,20,65,40,1.0,1.0,2.0,1.0
152,423,152,315,15,18,549,17,12,-70,-70,0,-125,-115,-35,1.0,0.5,1.0,1.0
517,775,517,697,9,12,252,2,12,55,50,90,55,-25,10,0.5,1.0,1.0,1.0
490,220,490,89,12,7,535,0,12,26,0,-45,57,7,76,1.0,2.0,0.5,1.0
340,244,340,434,3,12,136,11,7,25,20,35,70,35,60,2.0,1.0,1.0,0.5
194,176,194,397,3,12,611,12,12,20,-6,6,30,0,15,1.0,1.0,1.0,1.0
353,115,353,501,6,10,288,5,12,10,-60,-13,30,-65,-52,1.0,1.0,1.0,1.0
568,320,568,676,12,12,193,12,12,-19,19,27,-46,17,12,1.0,1.0,1.0,1.0
764,9,764,102,17,12,419,6,7,-7,-31,10,-39,-26,-41,2.0,1.0,0.5,1.0
227,775,227,261,4,12,252,2,12,45,70,40,5,-15,5,2.0,1.0,0.0,1.0
375,296,375,118,17,1,369,17,9,-17,50,15,0,-45,-15,0.25,1.0,0.5,2.0
94,233,94,609,17,12,427,0,5,-15,-140,-60,5,-35,-30,1.0,1.0,1.0,1.0
276,310,276,445,9,2,627,9,12,10,70,15,105,25,110,0.5,1.0,0.25,1.0
693,218,693,279,6,12,776,14,12,-105,64,8,72,8,32,1.0,1.0,1.0,1.0
268,162,268,729,15,1,155,2,7,9,0,15,-5,0,-19,2.0,1.0,1.0,0.5
340,573,340,434,3,12,516,6,12,20,22,32,82,32,71,1.0,1.0,1.0,1.0
236,86,236,736,12,12,647,17,15,0,65,10,35,35,40,1.0,1.0,1.0,1.0
428,556,428,310,16,15,613,9,12,40,40,25,40,25,17,1.0,1.0,0.5,1.0
629,395,629,21,15,7,783,14,12,-20,117,17,89,17,87,1.0,1.0,1.0,1.0
483,516,483,678,13,1,583,10,16,-52,-77,-83,-14,-14,34,0.25,1.0,2.0,1.0
134,258,134,314,11,15,651,11,15,20,20,20,30,30,30,0.5,0.5,0.5,0.5
21,790,21,530,12,7,29,11,12,-55,-72,-144,-9,-11,28,1.0,1.0,2.0,1.0
111,165,111,191,9,15,439,14,12,-46,-110,10,-134,-75,-100,1.0,0.5,0.5,1.0
240,455,240,534,11,10,568,15,12,3,-65,20,-5,10,-8,1.0,2.0,1.0,1.0
30,171,30,17,13,12,562,6,12,2,21,11,-15,14,0,1.0,1.0,1.0,1.0
595,754,595,112,5,12,24,4,12,4,68,23,-44,-24,16,0.5,1.0,2.0,1.0
13,734,13,415,17,12,661,0,12,34,81,60,108,85,49,1.0,1.0,1.0,1.0
335,651,335,404,5,15,187,0,17,-40,-95,-50,-20,-50,40,1.0,0.5,1.0,1.0
613,243,613,335,10,1,503,17,12,-15,-23,-30,-60,-30,29,1.0,1.0,2.0,1.0
425,752,425,548,10,6,5,16,8,40,130,10,100,-60,30,2.0,2.0,0.5,1.0
70,454,70,317,14,12,117,15,12,-27,-90,-10,90,40,47,1.0,1.0,1.0,1.0
81,510,81,232,15,10,656,9,11,-20,18,50,-32,-30,-20,2.0,0.5,4.0,2.0
636,84,636,254,14,12,543,6,12,-5,-55,-5,-10,0,-45,1.0,1.0,1.0,1.0
549,89,549,390,17,12,384,3,17,75,65,30,5,45,55,1.0,1.0,2.0,0.5
115,798,115,288,5,12,293,14,8,-30,10,-7,-115,-20,17,0.0,1.0,2.0,1.0
277,60,277,712,6,12,552,17,12,-5,8,-8,5,0,-10,0.5,1.0,2.0,1.0
651,183,651,187,0,17,22,0,14,0,45,35,0,45,-20,0.5,1.0,0.5,0.0
120,158,120,582,10,16,791,3,7,-10,-5,10,-95,-60,-75,0.0,2.0,0.0,0.5
565,755,565,765,12,12,691,4,12,-2,37,3,1,12,28,1.0,1.0,1.0,1.0
634,550,634,471,12,12,128,1,12,-15,-40,-50,-95,-50,-50,1.0,1.0,1.0,1.0
572,310,572,633,9,12,627,9,12,15,58,3,58,3,66,0.5,1.0,0.5,1.0
73,728,73,378,5,12,70,12,12,32,44,12,3,-1,-22,2.0,1.0,1.0,1.0
496,355,496,482,12,12,417,6,10,65,-35,-60,-105,-20,-15,1.0,1.0,1.0,1.0
37,134,37,488,13,10,314,11,15,25,42,52,-40,-10,-19,1.0,1.0,2.0,2.0
542,150,542,510,17,2,505,15,18,55,80,0,60,65,65,1.0,1.0,1.0,0.25
212,618,212,188,14,12,396,9,12,-10,-21,-7,24,28,50,1.0,1.0,1.0,1.0
725,7,725,216,17,12,86,6,7,-37,-28,-38,-47,-41,-29,2.0,1.0,0.5,1.0
327,319,327,590,1,8,367,12,12,-34,4,32,-6,22,2,1.0,0.0,0.0,1.0
521,145,521,788,0,7,175,12,12,31,21,36,71,-9,40,1.0,1.0,1.0,1.0
466,703,466,67,17,12,714,7,12,-24,-50,-35,-65,-50,-26,1.0,1.0,1.0,1.0
276,125,276,445,9,2,429,12,12,-35,-15,-25,85,-15,45,1.0,1.0,1.0,1.0
479,777,479,291,1,7,251,2,12,10,25,-18,-5,-98,-9,1.0,1.0,1.0,1.0
598,164,598,610,17,10,438,14,5,-1,-95,-25,-69,-25,-56,1.0,1.0,1.0,1.0
709,56,709,343,10,7,147,10,12,79,70,65,80,35,6,1.0,1.0,0.0,1.0
109,198,109,757,3,12,47,9,12,-35,-50,-45,-35,-45,50,0.5,1.0,1.0,1.0
439,758,439,537,17,12,388,1,15,-33,-41,-35,-7,-19,-33,1.0,1.0,1.0,1.0
667,679,667,182,14,12,3,0,12,-25,-15,15,-15,-5,-115,1.0,1.0,2.0,1.0
195,351,195,203,3,12,760,17,12,-60,-15,20,10,25,-15,2.0,1.0,1.0,1.0
655,245,655,308,17,8,394,17,7,35,20,0,5,-35,-10,0.5,1.0,0.5,1.0
601,755,601,615,0,9,691,4,12,-17,5,4,-19,3,-7,0.5,1.0,1.0,1.0
53,609,53,518,0,9,523,9,12,15,60,30,-10,30,0,2.0,0.5,0.25,1.0
373,384,373,772,17,10,81,12,12,40,8,3,6,1,-10,1.0,1.0,1.0,1.0
772,193,772,276,5,7,784,14,7,13,17,5,-21,-7,23,0.25,1.0,2.0,2.0
447,313,447,333,0,12,750,12,12,-43,-55,-39,-30,-14,-65,1.0,1.0,1.0,1.0
102,8,102,231,8,14,418,6,2,-18,-65,-51,0,-10,10,1.0,1.0,1.0,1.0
740,218,740,210,4,12,776,14,12,-112,32,10,79,96,42,1.0,1.0,1.0,1.0
635,95,635,99,12,12,142,17,11,-15,25,-20,-5,-35,45,1.0,1.0,1.0,1.0
234,637,234,652,1,11,256,14,12,-5,50,-15,-40,-10,60,2.0,0.5,0.0,1.0
354,164,354,75,6,10,438,14,5,-36,-90,-30,-49,-25,-90,1.0,1.0,1.0,1.0
287,432,287,794,12,12,140,14,12,-12,-65,-49,-65,-49,-120,1.0,1.0,1.0,1.0
504,634,504,120,13,5,471,12,12,-7,11,0,21,0,-25,1.0,2.0,1.0,1.0
226,374,226,657,4,12,113,17,12,17,0,-15,-10,5,-5,1.0,1.0,1.0,1.0
451,665,451,375,3,12,173,3,12,15,35,9,20,9,30,0.5,1.0,0.5,1.0
439,82,439,537,17,12,262,15,10,-2,-44,-62,16,11,5,4.0,1.0,1.0,1.0
266,54,266,348,15,10,744,0,14,-10,9,0,5,-5,-4,2.0,1.0,1.0,0.25
66,541,66,540,17,12,144,16,2,-60,-70,-80,-110,-60,0,0.5,1.0,0.5,1.0
49,521,49,504,9,14,788,0,7,-41,-26,-31,-41,9,-65,0.25,1.0,1.0,2.0
578,265,578,485,14,12,680,17,12,16,-20,-30,17,-20,-56,1.0,1.0,1.0,1.0
555,107,555,653,9,12,332,17,12,15,-60,-35,20,30,13,2.0,1.0,0.5,1.0
510,634,510,656,9,11,471,12,12,5,12,10,22,20,-35,1.0,1.0,1.0,1.0
111,784,111,191,9,15,556,8,9,1,-26,10,16,-10,-1,0.5,1.0,2.0,0.5
194,300,194,397,3,12,694,12,7,15,-15,10,35,15,-50,2.0,1.0,1.0,0.5
369,552,369,614,13,12,618,9,7,-27,-3,-15,-20,-15,-62,2.0,1.0,0.5,1.0
283,170,283,687,17,10,127,6,12,61,58,47,25,40,-5,2.0,2.0,0.5,1.0
708,232,708,793,2,3,283,0,5,20,25,45,80,5,5,1.0,1.0,1.0,1.0
492,651,492,233,2,10,187,0,17,-12,-65,-60,-20,-60,22,0.5,1.0,1.0,1.0
625,523,625,109,8,12,238,11,12,-7,-10,35,-35,10,-35,1.0,1.0,1.0,1.0
351,452,351,760,17,12,66,9,14,90,40,0,20,-35,5,0.5,1.0,2.0,1.0
761,110,761,640,13,18,180,3,12,-10,10,-10,-20,-20,-110,1.0,1.0,2.0,1.0
515,14,515,355,12,12,82,0,12,65,55,60,60,75,5,1.0,1.0,1.0,1.0
533,656,533,278,3,6,10,17,12,-115,-10,27,65,62,21,2.0,0.5,2.0,1.0
489,517,489,273,12,12,697,9,12,0,-95,-120,-95,15,-20,1.0,1.0,1.0,1.0
488,300,488,470,14,4,694,12,7,-20,-30,15,40,60,-25,1.0,1.0,1.0,1.0
788,38,788,260,8,9,490,13,12,39,43,82,18,35,4,1.0,0.5,1.0,1.0
131,774,131,673,17,15,76,15,4,10,25,-65,50,-65,65,2.0,1.0,1.0,1.0
9,170,9,419,6,7,127,6,12,39,52,35,99,65,35,0.5,1.0,0.5,1.0
24,351,24,440,12,7,760,17,12,-47,10,45,65,45,61,1.0,1.0,1.0,1.0
756,390,756,649,4,12,168,8,12,42,10,-44,25,-55,47,1.0,1.0,1.0,1.0
387,328,387,36,8,12,443,1,8,14,30,-60,-2,-52,45,1.0,1.0,2.0,2.0
404,349,404,253,17,12,616,17,1,-15,-36,65,19,35,-43,0.5,1.0,0.5,1.0
560,702,560,183,6,5,752,9,5,19,33,-7,10,-64,-43,2.0,1.0,0.5,1.0
330,91,330,435,16,4,195,12,7,-2,40,70,-3,33,-10,1.0,1.0,0.5,0.5
210,436,210,778,17,10,95,6,12,11,-13,1,-33,-19,-46,2.0,2.0,0.5,1.0
643,751,643,688,17,7,4,16,8,15,-63,13,-63,13,38,1.0,0.5,0.5,1.0
17,435,17,767,0,14,716,9,10,-55,-74,-75,-55,-65,-6,2.0,1.0,0.25,1.0
280,306,280,416,6,5,227,14,4,12,95,15,5,-35,20,1.0,0.25,2.0,1.0
29,9,29,176,13,12,419,6,7,-43,-44,-34,-119,-61,-45,1.0,1.0,1.0,1.0
363,201,363,73,9,12,679,15,12,-20,-15,-75,55,-25,5,2.0,1.0,1.0,1.0
687,401,687,53,1,17,762,11,18,-45,45,10,-35,-20,5,1.0,1.0,0.5,1.0
642,475,642,163,17,7,69,12,12,7,-22,6,0,-6,-30,1.0,1.0,1.0,1.0
440,525,440,550,17,12,389,11,10,-46,-64,-12,11,16,-30,2.0,1.0,0.5,1.0
50,313,50,243,9,14,750,12,12,-20,-15,-10,30,20,-50,1.0,1.0,1.0,1.0
87,72,87,645,17,15,409,14,12,40,25,45,-75,-15,-120,1.0,0.5,0.5,1.0
263,248,263,566,3,12,298,1,6,15,-5,25,5,20,20,1.0,1.0,1.0,1.0
228,425,228,564,17,14,548,10,6,-35,-85,-85,-95,-35,-5,4.0,0.5,2.0,0.5
401,106,401,762,11,18,302,14,12,25,7,20,22,-25,-2,0.5,1.0,1.0,1.0
528,443,528,421,14,5,671,12,7,13,90,45,25,75,30,1.0,1.0,1.0,2.0
502,48,502,639,13,0,245,13,7,-35,-30,20,-35,-20,-25,0.5,0.25,0.5,2.0
513,421,513,766,1,11,431,2,15,-10,-10,-35,-115,-35,15,2.0,1.0,1.0,0.0
483,589,483,678,13,1,160,10,12,3,-22,7,11,-4,6,0.5,1.0,2.0,1.0
156,486,156,654,12,12,64,16,15,93,21,-51,-14,-6,-3,0.5,1.0,1.0,1.0
250,577,250,324,17,2,483,14,12,-1,70,50,28,40,61,1.0,1.0,1.0,1.0
789,662,789,49,11,12,327,16,12,-5,-11,-10,-38,-50,-22,0.5,1.0,2.0,1.0
627,277,627,78,17,16,712,6,12,29,48,93,13,15,-13,2.0,2.0,0.25,1.0
526,246,526,546,12,12,635,16,7,20,0,-70,95,5,20,0.5,1.0,1.0,1.0
218,330,218,776,14,12,435,16,4,140,-72,-67,-22,-37,-17,0.5,1.0,1.0,1.0
549,621,549,390,17,12,603,1,5,50,25,30,65,30,52,1.0,1.0,1.0,1.0
580,488,580,719,12,7,470,14,4,42,52,17,-20,-48,5,1.0,1.0,1.0,1.0
4,585,4,452,9,14,58,15,12,10,-5,18,72,80,60,2.0,0.5,1.0,1.0
429,524,429,139,14,12,242,10,7,-25,55,-75,105,-25,55,1.0,1.0,1.0,1.0
327,85,327,590,1,8,569,6,12,-15,-25,5,-15,-15,-55,1.0,1.0,1.0,1.0
31,192,31,533,3,12,486,14,7,-5,5,-5,-20,5,20,2.0,1.0,1.0,0.5
639,760,639,658,14,12,37,15,18,-27,-75,-75,51,-36,-48,1.0,1.0,1.0,1.0
798,265,798,293,14,8,680,17,12,-20,35,-55,60,15,-15,1.0,1.0,1.0,1.0
166,340,166,463,14,12,434,3,12,30,25,20,-35,20,-35,1.0,1.0,1.0,1.0
482,283,482,98,14,12,687,17,10,-55,-80,-40,-20,-40,-15,1.0,1.0,1.0,1.0
340,375,340,434,3,12,118,17,1,7,-45,-5,45,25,80,2.0,1.0,1.0,1.0
765,5,765,282,3,13,87,6,12,5,-14,-10,1,-7,5,1.0,1.0,1.0,1.0
546,184,546,237,8,2,121,13,7,65,30,20,50,20,-40,1.0,1.0,0.5,1.0
432,250,432,140,14,12,324,17,2,-25,0,-5,0,-5,95,1.0,1.0,1.0,1.0
557,689,557,612,9,12,589,12,7,5,-8,45,38,45,53,0.5,1.0,1.0,2.0
26,7,26,570,12,12,86,6,7,-23,-3,-18,-59,-15,-3,1.0,1.0,1.0,1.0
69,224,69,1,14,12,675,16,10,-50,-65,-185,50,-10,60,0.5,1.0,1.0,1.0
339,300,339,392,3,12,694,12,7,30,20,30,75,30,20,2.0,1.0,1.0,0.5
557,452,557,612,9,12,66,9,14,35,45,60,25,25,58,0.25,1.0,0.5,2.0
732,777,732,695,6,7,251,2,12,-12,-19,1,-36,-81,46,0.5,1.0,1.0,1.0
166,135,166,463,14,12,177,3,12,35,17,43,5,15,-5,1.0,1.0,1.0,1.0
204,244,204,637,9,7,136,11,7,10,-10,5,-20,20,5,0.5,1.0,4.0,2.0
240,434,240,534,11,10,265,9,12,25,11,-5,5,-5,14,2.0,0.5,2.0,1.0
661,769,661,329,16,12,12,15,11,-37,-4,20,-22,-3,-16,4.0,1.0,0.5,0.5
18,588,18,318,0,14,692,14,7,-22,-32,-5,-52,-30,-79,1.0,1.0,2.0,2.0
74,516,74,377,5,12,583,10,16,-35,-40,-60,-5,5,5,2.0,1.0,1.0,0.5
269,136,269,451,15,1,382,6,12,35,69,93,-5,35,-22,2.0,1.0,0.5,1.0
34,351,34,595,10,12,760,17,12,-55,30,75,-25,20,5,1.0,1.0,2.0,1.0
343,111,343,754,0,12,191,9,15,5,33,-25,-13,30,45,4.0,1.0,0.5,1.0
582,99,582,57,3,12,107,17,11,-5,-35,-148,-35,-13,6,2.0,1.0,1.0,1.0
456,305,456,624,15,17,326,14,4,-8,7,83,-23,33,-20,1.0,2.0,0.5,0.5
214,245,214,484,1,7,394,17,7,-5,45,-28,5,-98,21,1.0,1.0,1.0,1.0
36,200,36,491,13,12,32,17,4,-30,12,-13,-5,-25,6,2.0,1.0,1.0,1.0
719,470,719,93,9,12,622,17,12,-20,13,17,-9,-17,4,2.0,1.0,0.5,1.0
640,470,640,166,14,12,622,17,12,-11,-8,2,68,-2,-4,1.0,1.0,1.0,1.0
403,424,403,300,17,12,266,10,12,-45,-46,-35,-6,-15,-38,2.0,1.0,1.0,1.0
599,604,599,704,5,12,742,0,14,90,55,26,0,46,-12,0.25,1.0,0.5,1.0
244,354,244,136,11,7,75,6,10,-25,-45,-25,-40,-30,35,1.0,1.0,2.0,0.0
48,730,48,245,13,7,207,12,7,30,30,27,25,37,28,1.0,1.0,1.0,1.0
278,260,278,111,6,5,379,6,12,15,10,23,15,5,-28,0.5,1.0,0.5,1.0
399,603,399,662,11,18,352,0,9,-5,-63,-30,-15,-30,-67,2.0,0.5,1.0,2.0
165,149,165,439,14,12,545,12,12,41,90,0,109,45,100,1.0,1.0,1.0,1.0
139,434,139,698,12,12,265,9,12,0,11,10,-15,5,74,1.0,1.0,1.0,1.0
632,746,632,796,1,12,189,14,12,-22,17,-14,17,-20,-3,2.0,1.0,0.0,1.0
767,496,767,732,15,2,482,12,12,-77,4,37,5,-40,43,1.0,1.0,0.5,1.0
53,762,53,518,0,9,153,13,2,-5,20,-10,-37,-43,-14,0.5,0.25,2.0,1.0
779,713,779,525,8,9,340,2,11,-82,-50,-42,-120,-40,-57,1.0,0.5,1.0,2.0
72,28,72,409,14,12,196,12,7,-10,-40,0,114,34,50,1.0,1.0,1.0,1.0
724,422,724,137,6,15,337,17,12,-25,-31,-18,-36,-40,14,0.5,1.0,2.0,1.0
724,767,724,137,6,15,732,15,2,17,-20,-5,69,55,56,0.25,1.0,2.0,1.0
1,620,1,68,9,14,123,0,16,-25,-46,-76,0,-10,0,1.0,0.5,1.0,1.0
680,691,680,677,10,3,758,1,7,39,11,9,36,34,-28,0.0,2.0,1.0,0.5
295,30,295,364,17,9,17,13,12,0,-35,-19,-5,-9,-30,1.0,0.5,2.0,1.0
141,563,141,272,17,7,592,17,12,0,25,-6,-48,30,11,0.5,1.0,0.5,1.0
369,562,369,614,13,12,143,17,12,-2,25,0,17,0,5,1.0,1.0,1.0,1.0
408,601,408,620,2,12,615,0,9,20,42,30,20,-10,8,1.0,1.0,1.0,0.5
304,352,304,567,14,4,761,17,12,-142,-65,-20,-45,-10,-20,1.0,1.0,1.0,1.0
132,24,132,479,14,4,440,12,7,-43,-35,-15,-35,40,-31,1.0,1.0,1.0,1.0
488,502,488,470,14,4,639,13,0,-20,-25,-45,40,35,-5,2.0,1.0,2.0,1.0
376,534,376,35,10,15,764,3,18,-10,-25,-52,-65,-37,-31,2.0,1.0,0.0,2.0
93,429,93,149,12,7,139,14,12,10,-40,20,-90,10,-50,1.0,1.0,1.0,1.0
262,798,262,56,12,12,293,14,8,175,-100,-50,-75,5,-15,0.0,1.0,1.0,0.0
371,625,371,659,15,15,109,8,12,12,45,-60,-40,-40,40,1.0,1.0,2.0,1.0
141,620,141,272,17,7,123,0,16,25,30,-46,-5,25,36,2.0,1.0,0.5,2.0
27,288,27,660,12,7,361,12,12,-38,-10,-31,-19,-30,-30,1.0,1.0,1.0,1.0
360,60,360,720,10,12,552,17,12,-5,48,-3,-20,-5,-45,1.0,1.0,2.0,1.0
387,396,387,36,8,12,655,11,12,14,65,15,33,13,15,1.0,1.0,1.0,1.0
730,470,730,207,12,7,622,17,12,-31,2,-5,-17,-24,28,1.0,1.0,1.0,1.0
373,626,373,772,17,10,708,17,16,56,0,-30,23,26,38,1.0,2.0,1.0,0.5
697,124,697,301,1,2,319,12,12,-13,10,10,85,10,8,1.0,1.0,1.0,1.0
657,653,657,312,0,3,14,9,14,-64,-38,-20,-28,-30,35,1.0,0.5,0.5,1.0
347,643,347,686,13,12,688,17,7,25,-14,20,-14,20,-43,1.0,1.0,1.0,1.0
