battle_number,First_pokemon,Second_pokemon,Winner
19110,106,83,0
19111,235,175,1
19112,670,598,1
19113,519,307,1
19114,746,573,0
19115,776,212,1
19116,636,14,1
19117,717,333,0
19118,338,730,0
19119,353,573,1
19120,604,588,1
19121,510,132,1
19122,238,501,1
19123,471,389,0
19124,224,422,1
19125,7,609,0
19126,728,736,1
19127,550,413,0
19128,392,714,1
19129,258,761,0
19130,796,434,0
19131,462,278,0
19132,239,673,1
19133,719,632,1
19134,477,195,0
19135,269,582,1
19136,433,32,1
19137,110,789,0
19138,272,793,0
19139,745,96,0
19140,94,326,1
19141,789,272,1
19142,493,563,0
19143,127,645,0
19144,743,625,1
19145,470,207,0
19146,200,185,1
19147,80,703,1
19148,420,403,0
19149,93,316,1
19150,427,99,0
19151,742,482,0
19152,151,523,1
19153,187,672,0
19154,360,395,0
19155,11,214,1
19156,336,50,0
19157,590,27,0
19158,680,705,0
19159,124,617,0
19160,527,494,1
19161,259,771,0
19162,43,86,1
19163,497,771,1
19164,54,209,1
19165,223,285,0
19166,723,54,0
19167,580,360,0
19168,752,495,1
19169,604,221,1
19170,385,624,1
19171,53,271,1
19172,414,119,0
19173,773,32,1
19174,208,137,1
19175,717,99,0
19176,492,16,1
19177,129,462,0
19178,358,503,1
19179,200,789,0
19180,653,349,1
19181,517,325,1
19182,745,50,0
19183,427,333,0
19184,71,373,0
19185,584,279,1
19186,252,376,1
19187,32,155,1
19188,205,112,0
19189,522,126,0
19190,687,227,0
19191,743,34,1
19192,402,179,1
19193,751,408,1
19194,195,245,1
19195,320,277,0
19196,343,791,0
19197,392,72,1
19198,646,284,0
19199,110,68,0
19200,732,290,0
19201,312,486,1
19202,317,436,1
19203,705,746,0
19204,519,11,0
19205,499,61,0
19206,434,658,1
19207,581,476,1
19208,157,786,1
19209,649,15,0
19210,116,377,0
19211,798,483,1
19212,753,465,1
19213,320,777,1
19214,253,3,1
19215,706,55,0
19216,92,503,1
19217,133,226,0
19218,436,265,1
19219,598,716,1
19220,75,249,0
19221,714,344,0
19222,215,695,1
19223,527,657,0
19224,518,502,0
19225,553,699,0
19226,97,167,0
19227,332,628,1
19228,527,29,0
19229,476,220,0
19230,465,781,0
19231,668,533,1
19232,565,720,0
19233,268,156,0
19234,611,206,0
19235,348,630,1
19236,366,24,1
19237,104,411,1
19238,53,201,1
19239,746,277,0
19240,440,587,1
19241,788,432,0
19242,434,599,1
19243,17,474,1
19244,230,412,0
19245,773,698,0
19246,463,337,1
19247,389,223,1
19248,125,512,0
19249,255,527,1
19250,405,631,1
19251,612,59,1
19252,106,483,1
19253,18,57,1
19254,482,291,1
19255,157,421,1
19256,360,81,1
19257,596,174,0
19258,798,397,1
19259,379,41,0
19260,771,203,0
19261,553,411,0
19262,673,475,1
19263,14,708,1
19264,117,327,1
19265,509,117,0
19266,547,677,1
19267,252,503,1
19268,585,258,0
19269,159,663,1
19270,397,501,0
19271,253,425,1
19272,421,355,0
19273,755,1,0
19274,204,432,1
19275,587,47,0
19276,399,704,1
19277,208,435,1
19278,703,746,0
19279,311,35,0
19280,391,645,1
19281,584,558,0
19282,277,293,1
19283,534,570,1
19284,413,625,0
19285,271,36,0
19286,120,781,1
19287,627,60,1
19288,54,738,0
19289,631,367,1
19290,615,371,1
19291,645,119,1
19292,632,559,0
19293,560,557,0
19294,477,510,0
19295,542,626,0
19296,347,21,1
19297,537,49,0
19298,105,398,1
19299,16,60,0
19300,467,710,0
19301,254,287,0
19302,337,297,0
19303,774,72,1
19304,404,267,0
19305,306,244,0
19306,238,442,1
19307,624,780,1
19308,86,457,1
19309,523,251,0
19310,169,604,0
19311,756,658,1
19312,299,445,0
19313,295,587,1
19314,504,794,1
19315,607,221,1
19316,611,599,0
19317,10,204,1
19318,335,674,1
19319,411,638,1
19320,794,232,0
19321,565,353,0
19322,433,150,1
19323,359,197,0
19324,415,574,1
19325,313,309,0
19326,497,716,1
19327,126,624,0
19328,263,536,0
19329,397,122,0
19330,35,744,1
19331,787,742,0
19332,497,31,1
19333,459,585,0
19334,308,459,1
19335,694,567,0
19336,404,166,1
19337,433,745,1
19338,646,410,1
19339,535,606,1
19340,682,573,0
19341,737,437,0
19342,707,81,0
19343,119,221,0
19344,579,243,1
19345,395,246,1
19346,592,155,1
19347,408,92,1
19348,583,620,0
19349,431,758,1
19350,445,604,1
19351,92,15,0
19352,103,305,0
19353,566,391,0
19354,673,29,0
19355,438,613,0
19356,790,528,1
19357,596,684,1
19358,105,436,1
19359,197,71,0
19360,476,689,0
19361,667,714,1
19362,760,195,0
19363,231,410,1
19364,53,685,1
19365,599,691,1
19366,559,467,1
19367,722,588,1
19368,361,353,0
19369,639,170,1
19370,503,26,1
19371,629,776,0
19372,791,220,0
19373,92,503,1
19374,469,794,1
19375,529,132,0
19376,579,738,0
19377,360,374,1
19378,298,498,1
19379,457,374,1
19380,611,533,0
19381,60,171,1
19382,321,428,1
19383,687,582,1
19384,319,617,1
19385,402,379,1
19386,506,733,0
19387,717,342,0
19388,194,546,1
19389,14,280,1
19390,146,411,0
19391,762,761,0
19392,400,176,0
19393,16,500,0
19394,721,726,0
19395,800,70,1
19396,410,175,0
19397,62,341,1
19398,259,118,0
19399,410,441,0
19400,578,771,1
19401,607,397,1
19402,683,249,1
19403,421,257,0
19404,92,394,1
19405,207,210,0
19406,239,591,1
19407,754,449,1
19408,412,210,0
19409,6,339,1
19410,48,60,0
19411,577,644,1
19412,107,796,1
19413,612,371,0
19414,300,550,1
19415,604,319,0
19416,280,490,0
19417,91,762,0
19418,342,307,1
19419,378,116,1
19420,734,234,1
19421,456,522,1
19422,349,659,0
19423,337,239,0
19424,599,561,1
19425,410,706,0
19426,44,240,0
19427,391,510,0
19428,668,424,1
19429,639,120,1
19430,663,11,0
19431,6,649,1
19432,566,62,1
19433,631,664,0
19434,348,789,0
19435,55,125,1
19436,579,791,1
19437,605,758,1
19438,710,597,0
19439,507,250,1
19440,324,351,1
19441,22,355,0
19442,536,450,0
19443,396,176,0
19444,672,180,0
19445,563,11,0
19446,297,298,1
19447,321,702,1
19448,764,601,0
19449,498,612,0
19450,679,28,0
19451,413,473,1
19452,492,485,0
19453,603,511,0
19454,792,719,0
19455,2,507,1
19456,27,140,1
19457,449,591,1
19458,705,640,0
19459,272,162,0
19460,508,200,0
19461,593,578,0
19462,84,550,1
19463,486,580,1
19464,213,190,0
19465,566,707,1
19466,111,377,1
19467,684,681,1
19468,121,337,1
19469,39,500,0
19470,485,254,1
19471,392,131,1
19472,268,259,1
19473,624,200,1
19474,762,23,1
19475,573,509,0
19476,239,738,0
19477,540,428,0
19478,767,324,0
19479,764,9,1
19480,168,425,1
19481,8,61,0
19482,633,275,1
19483,92,367,1
19484,2,450,1
19485,698,349,1
19486,430,367,0
19487,360,415,1
19488,654,718,1
19489,181,662,0
19490,646,633,1
19491,189,330,1
19492,201,679,0
19493,705,645,0
19494,92,135,1
19495,668,750,1
19496,50,589,1
19497,293,226,0
19498,22,693,0
19499,377,243,0
19500,422,711,1
19501,172,230,0
19502,774,557,1
19503,457,250,1
19504,99,726,1
19505,681,272,1
19506,730,750,0
19507,564,353,0
19508,265,132,1
19509,61,4,0
19510,234,128,0
19511,597,71,1
19512,125,627,0
19513,293,254,1
19514,330,393,1
19515,750,104,0
19516,484,99,0
19517,619,711,1
19518,793,440,0
19519,304,415,1
19520,725,49,0
19521,231,171,1
19522,109,617,0
19523,261,367,0
19524,111,237,0
19525,762,133,1
19526,792,721,0
19527,751,700,0
19528,252,300,1
19529,436,689,0
19530,273,747,1
19531,635,705,0
19532,25,623,1
19533,314,87,0
19534,355,668,1
19535,204,607,0
19536,405,585,0
19537,240,474,1
19538,175,590,1
19539,725,485,0
19540,350,41,0
19541,485,182,1
19542,442,765,1
19543,599,407,1
19544,196,335,1
19545,631,171,1
19546,573,152,0
19547,309,794,1
19548,692,457,0
19549,253,754,0
19550,134,432,1
19551,364,286,1
19552,243,457,0
19553,100,334,1
19554,330,64,1
19555,752,695,0
19556,397,16,0
19557,702,404,0
19558,392,413,1
19559,61,15,0
19560,533,252,1
19561,225,726,1
19562,172,108,0
19563,749,689,1
19564,312,151,1
19565,652,758,1
19566,101,502,0
19567,678,588,1
19568,647,74,0
19569,788,391,0
19570,99,62,1
19571,352,664,1
19572,389,315,1
19573,426,631,0
19574,393,420,1
19575,710,100,0
19576,61,586,0
19577,252,778,1
19578,269,221,0
19579,727,75,0
19580,798,454,1
19581,315,82,0
19582,403,636,0
19583,211,773,1
19584,668,135,1
19585,533,166,1
19586,757,645,1
19587,145,440,0
19588,785,751,0
19589,320,752,1
19590,549,650,0
19591,314,107,0
19592,387,255,1
19593,795,18,0
19594,594,494,1
19595,798,5,1
19596,717,597,0
19597,446,166,1
19598,769,697,1
19599,20,209,0
19600,553,289,0
19601,276,86,0
19602,746,135,1
19603,397,164,1
19604,601,509,1
19605,323,349,1
19606,203,187,1
19607,394,516,0
19608,119,531,1
19609,717,142,0
19610,576,608,1
19611,635,88,0
19612,248,638,0
19613,424,584,0
19614,642,277,0
19615,79,21,0
19616,780,729,1
19617,610,114,0
19618,79,47,0
19619,344,152,0
19620,799,359,0
19621,762,242,1
19622,667,132,1
19623,41,718,1
19624,619,146,1
19625,262,534,1
19626,533,790,1
19627,785,273,0
19628,327,319,1
19629,779,656,1
19630,630,45,0
19631,615,299,1
19632,257,165,1
19633,553,281,0
19634,213,544,1
19635,460,161,1
19636,214,549,1
19637,513,287,0
19638,4,632,0
19639,349,36,0
19640,433,557,1
19641,27,180,0
19642,629,751,0
19643,744,438,1
19644,117,327,1
19645,521,527,0
19646,492,203,1
19647,115,526,1
19648,726,254,0
19649,431,422,1
19650,539,506,0
19651,727,216,0
19652,777,305,0
19653,249,153,0
19654,22,779,1
19655,439,101,1
19656,100,254,1
19657,403,386,0
19658,639,227,1
19659,459,572,1
19660,83,223,1
19661,165,122,0
19662,658,793,0
19663,380,386,0
19664,572,465,0
19665,126,625,0
19666,130,102,1
19667,300,609,0
19668,469,657,0
19669,335,134,1
19670,699,99,0
19671,345,670,0
19672,586,593,1
19673,471,48,1
19674,79,31,1
19675,218,123,1
19676,633,107,0
19677,27,672,0
19678,742,310,0
19679,474,372,0
19680,376,280,1
19681,81,415,1
19682,112,620,0
19683,588,755,0
19684,168,697,1
19685,198,444,1
19686,769,51,1
19687,15,332,1
19688,68,416,0
19689,734,93,1
19690,47,562,1
19691,800,578,0
19692,15,495,1
19693,684,292,1
19694,536,687,0
19695,122,269,1
19696,259,226,0
19697,513,778,0
19698,67,555,0
19699,332,364,1
19700,462,600,1
19701,273,416,0
19702,545,387,0
19703,93,559,0
19704,412,181,1
19705,92,390,1
19706,93,680,0
19707,292,616,1
19708,50,695,0
19709,175,661,0
19710,5,70,1
19711,291,121,0
19712,19,344,1
19713,737,343,0
19714,612,227,0
19715,608,356,1
19716,328,254,1
19717,463,348,0
19718,242,435,0
19719,386,300,1
19720,632,92,1
19721,203,406,1
19722,669,346,1
19723,731,674,1
19724,153,753,0
19725,84,179,0
19726,142,441,0
19727,369,249,1
19728,333,63,1
19729,478,799,0
19730,289,637,1
19731,580,403,0
19732,17,487,1
19733,786,676,0
19734,785,685,0
19735,91,246,1
19736,734,297,1
19737,694,401,0
19738,311,297,0
19739,88,449,1
19740,319,544,1
19741,14,100,1
19742,758,41,0
19743,676,507,1
19744,158,305,0
19745,57,460,0
19746,250,283,0
19747,26,214,0
19748,520,252,0
19749,211,313,1
19750,544,45,0
19751,149,274,1
19752,40,781,0
19753,527,26,1
19754,664,660,1
19755,718,624,0
19756,575,422,1
19757,250,610,1
19758,517,130,0
19759,401,106,1
19760,495,199,0
19761,550,97,0
19762,63,686,0
19763,70,783,1
19764,715,146,0
19765,427,656,0
19766,446,5,0
19767,213,310,0
19768,316,787,0
19769,29,715,1
19770,571,388,1
19771,137,171,0
19772,469,415,0
19773,629,128,0
19774,292,449,1
19775,389,519,1
19776,416,634,1
19777,177,210,0
19778,342,735,0
19779,758,566,0
19780,100,576,1
19781,248,631,0
19782,570,299,0
19783,412,181,1
19784,564,174,1
19785,692,93,1
19786,192,113,0
19787,300,494,0
19788,200,574,1
19789,20,629,0
19790,386,213,1
19791,670,187,1
19792,259,206,0
19793,282,286,1
19794,681,713,1
19795,60,304,0
19796,96,184,1
19797,793,569,0
19798,246,82,0
19799,89,465,1
19800,671,682,1
19801,431,134,1
19802,547,243,0
19803,178,83,0
19804,146,366,1
19805,456,550,1
19806,142,424,1
19807,656,317,1
19808,576,578,0
19809,399,746,1
19810,280,519,0
19811,702,465,0
19812,426,768,0
19813,418,476,0
19814,96,711,1
19815,647,200,0
19816,338,477,1
19817,300,600,1
19818,746,98,0
19819,718,533,0
19820,703,461,0
19821,460,514,1
19822,447,442,1
19823,576,676,0
19824,620,161,1
19825,271,126,0
19826,289,427,1
19827,132,582,0
19828,113,680,0
19829,378,328,0
19830,114,789,0
19831,331,72,0
19832,355,388,1
19833,38,548,1
19834,8,548,0
19835,718,136,0
19836,10,93,1
19837,390,465,1
19838,305,169,1
19839,780,554,1
19840,42,405,0
19841,321,292,0
19842,587,50,0
19843,738,380,1
19844,197,125,1
19845,759,276,1
19846,436,741,0
19847,216,407,0
19848,541,439,0
19849,237,463,0
19850,31,19,0
19851,445,754,0
19852,639,354,1
19853,309,32,1
19854,194,40,1
19855,298,165,1
19856,667,673,1
19857,592,292,0
19858,744,477,1
19859,342,204,0
19860,100,107,0
19861,527,381,0
19862,226,194,1
19863,639,523,1
19864,263,795,0
19865,232,624,0
19866,356,437,1
19867,623,321,0
19868,576,410,1
19869,746,520,1
19870,660,235,1
19871,702,413,0
19872,349,182,0
19873,527,788,0
19874,140,522,1
19875,163,359,0
19876,553,185,0
19877,508,561,0
19878,29,509,0
19879,164,378,0
19880,619,36,1
19881,331,533,1
19882,307,478,1
19883,474,688,1
19884,415,788,1
19885,13,39,0
19886,386,511,1
19887,549,118,0
19888,397,42,0
19889,402,15,0
19890,716,673,0
19891,584,381,1
19892,263,704,1
19893,316,13,0
19894,426,425,0
19895,459,613,1
19896,430,15,0
19897,660,784,1
19898,415,129,1
19899,103,18,0
19900,39,92,1
19901,661,555,1
19902,466,179,0
19903,509,756,1
19904,259,743,0
19905,589,307,1
19906,459,149,1
19907,73,461,1
19908,715,748,0
19909,207,158,1
19910,289,3,1
19911,697,568,0
19912,10,56,1
19913,517,277,0
19914,524,377,0
19915,649,629,1
19916,208,638,1
19917,430,467,0
19918,258,407,0
19919,710,300,0
19920,116,522,1
19921,292,683,1
19922,151,616,1
19923,177,765,0
19924,641,733,1
19925,566,340,1
19926,626,571,1
19927,369,705,1
19928,302,85,1
19929,718,430,1
19930,435,663,1
19931,35,647,1
19932,653,273,0
19933,164,332,0
19934,755,793,1
19935,275,525,0
19936,705,632,0
19937,195,643,1
19938,162,209,1
19939,76,794,1
19940,244,793,1
19941,239,346,0
19942,154,417,0
19943,342,108,0
19944,744,537,1
19945,259,227,0
19946,428,335,0
19947,385,579,1
19948,519,389,0
19949,736,67,1
19950,438,170,0
19951,311,699,1
19952,301,289,0
19953,38,225,1
19954,274,440,0
19955,537,192,0
19956,664,594,0
19957,302,423,1
19958,791,188,0
19959,697,548,0
19960,716,583,1
19961,296,649,1
19962,720,596,1
19963,384,394,1
19964,720,680,0
19965,262,597,1
19966,80,661,0
19967,28,7,1
19968,755,602,0
19969,386,188,0
19970,348,127,1
19971,724,648,0
19972,742,682,1
19973,37,601,0
19974,708,588,1
19975,206,600,1
19976,621,694,1
19977,343,775,0
19978,558,456,0
19979,611,449,0
19980,683,702,1
19981,677,61,0
19982,704,80,0
19983,177,345,0
19984,208,671,1
19985,507,51,0
19986,611,768,0
19987,769,773,1
19988,409,463,0
19989,720,341,1
19990,125,93,1
19991,72,265,0
19992,262,331,1
19993,79,21,0
19994,444,259,0
19995,16,504,0
19996,701,653,0
19997,678,604,1
19998,497,43,1
19999,100,125,1
20000,387,384,1
20001,178,451,1
20002,71,147,1
20003,25,501,0
20004,192,507,0
20005,323,670,1
20006,220,660,1
20007,553,703,0
20008,181,646,0
20009,578,545,1
20010,715,635,1
20011,201,699,0
20012,138,468,0
20013,753,251,1
20014,642,279,1
20015,212,694,0
20016,132,658,1
20017,708,380,0
20018,221,215,0
20019,653,367,1
20020,281,670,1
20021,150,297,0
20022,312,41,1
20023,27,570,1
20024,67,483,0
20025,637,323,0
20026,411,654,1
20027,594,186,1
20028,178,580,1
20029,355,55,0
20030,766,626,0
20031,128,476,1
20032,421,792,1
20033,527,343,1
20034,209,198,0
20035,529,679,1
20036,325,343,1
20037,775,88,0
20038,780,117,1
20039,433,790,0
20040,410,545,0
20041,321,51,1
20042,799,329,0
20043,474,798,0
20044,5,689,0
20045,56,106,0
20046,558,232,1
20047,281,512,0
20048,169,182,0
20049,143,267,0
20050,300,337,1
20051,389,331,1
20052,531,759,0
20053,48,126,0
20054,98,330,1
20055,465,512,1
20056,476,221,0
20057,255,712,1
20058,177,85,1
20059,555,578,0
20060,788,627,0
20061,669,759,1
20062,682,118,0
20063,100,462,0
20064,91,142,1
20065,43,225,0
20066,456,60,1
20067,667,1,1
20068,560,188,0
20069,23,64,0
20070,627,770,1
20071,291,780,0
20072,119,468,0
20073,625,264,1
20074,716,101,1
20075,373,79,1
20076,532,659,0
20077,414,550,1
20078,714,491,0
20079,451,595,0
20080,264,744,0
20081,91,657,1
20082,792,349,0
20083,151,538,1
20084,41,69,0
20085,210,639,1
20086,583,641,0
20087,603,634,0
20088,696,384,1
20089,192,459,0
20090,266,532,1
20091,190,371,1
20092,540,622,1
20093,24,691,0
20094,433,791,1
20095,681,644,0
20096,221,745,1
20097,370,14,0
20098,17,123,1
20099,373,747,1
20100,230,485,0
20101,275,138,0
20102,570,439,0
20103,593,272,1
20104,598,388,1
20105,426,45,0
20106,224,291,1
20107,359,314,1
20108,242,95,1
20109,776,126,1
20110,158,245,0
20111,705,600,0
20112,222,572,1
20113,445,765,1
20114,352,377,1
20115,43,408,0
20116,314,228,0
20117,725,261,1
20118,723,483,1
20119,130,609,0
20120,659,478,1
20121,290,376,1
20122,571,41,0
20123,240,109,0
20124,233,438,1
20125,451,111,0
20126,223,466,1
20127,651,624,0
20128,589,739,0
20129,764,735,1
20130,738,698,1
20131,775,729,1
20132,148,286,1
20133,755,487,0
20134,343,186,0
20135,573,752,1
20136,783,420,1
20137,313,111,0
20138,79,287,0
20139,476,433,0
20140,410,120,0
20141,591,749,1
20142,30,28,1
20143,700,287,0
20144,347,630,1
20145,734,399,0
20146,630,478,1
20147,141,361,0
20148,318,391,1
20149,155,748,0
20150,87,488,0
20151,218,764,1
20152,91,623,1
20153,491,720,1
20154,580,426,1
20155,254,103,1
20156,245,417,0
20157,315,232,1
20158,132,368,1
20159,117,52,0
20160,512,273,0
20161,253,57,1
20162,131,40,0
20163,574,51,0
20164,577,752,1
20165,751,287,1
20166,794,213,0
20167,406,428,1
20168,272,334,0
20169,573,582,1
20170,388,487,0
20171,347,195,0
20172,48,186,0
20173,105,652,0
20174,512,348,0
20175,416,577,0
20176,277,797,1
20177,363,237,0
20178,141,199,0
20179,473,571,0
20180,416,488,1
20181,451,746,0
20182,4,738,0
20183,364,754,0
20184,330,276,0
20185,334,616,1
20186,344,353,0
20187,734,128,1
20188,199,248,1
20189,49,306,1
20190,97,630,1
20191,446,240,0
20192,243,628,1
20193,754,148,1
20194,171,209,1
20195,203,500,0
20196,7,663,0
20197,26,260,0
20198,457,338,1
20199,251,378,0
20200,642,138,1
20201,52,766,1
20202,406,600,0
20203,456,621,1
20204,124,315,0
20205,589,415,0
20206,89,635,1
20207,672,759,0
20208,85,260,0
20209,278,18,0
20210,162,743,0
20211,660,343,1
20212,451,426,1
20213,537,362,1
20214,437,387,0
20215,147,232,0
20216,203,753,0
20217,487,25,0
20218,35,701,1
20219,76,751,1
20220,734,8,1
20221,399,163,1
20222,511,50,0
20223,197,128,1
20224,63,526,0
20225,418,534,0
20226,260,442,0
20227,206,154,1
20228,388,733,0
20229,318,490,1
20230,86,669,1
20231,59,646,0
20232,774,515,1
20233,272,512,0
20234,423,283,0
20235,54,658,1
20236,243,747,1
20237,788,660,0
20238,276,473,0
20239,395,439,1
20240,499,396,0
20241,576,424,0
20242,67,202,0
20243,392,443,1
20244,651,159,1
20245,489,187,1
20246,513,740,0
20247,526,538,1
20248,3,625,0
20249,182,688,1
20250,738,11,1
20251,271,403,0
20252,570,560,0
20253,549,721,0
20254,675,296,1
20255,599,683,1
20256,177,483,0
20257,97,473,1
20258,619,290,0
20259,344,546,1
20260,750,580,1
20261,245,677,1
20262,431,401,0
20263,242,712,1
20264,404,13,1
20265,404,617,1
20266,693,120,0
20267,94,496,1
20268,332,30,0
20269,427,504,0
20270,613,342,0
20271,93,573,0
20272,505,494,1
20273,614,114,0
20274,614,94,0
20275,13,275,1
20276,438,145,0
20277,233,350,1
20278,34,399,0
20279,681,387,1
20280,71,651,1
20281,459,579,1
20282,798,348,0
20283,338,471,0
20284,113,86,0
20285,113,559,1
20286,218,525,1
20287,138,429,1
20288,663,626,0
20289,571,338,1
20290,485,677,1
20291,640,9,1
20292,543,525,1
20293,393,530,0
20294,111,154,1
20295,161,444,1
20296,50,67,1
20297,39,286,1
20298,429,79,0
20299,238,465,1
20300,525,190,0
20301,609,96,0
20302,226,314,1
20303,267,494,1
20304,345,192,1
20305,467,149,0
20306,750,119,1
20307,266,155,1
20308,481,689,0
20309,668,577,0
20310,549,263,1
20311,390,25,1
20312,418,294,0
20313,182,690,1
20314,706,760,0
20315,58,622,0
20316,691,544,1
20317,373,52,0
20318,408,363,0
20319,795,185,0
20320,639,123,1
20321,710,281,0
20322,732,439,0
20323,503,106,0
20324,43,422,1
20325,431,136,1
20326,192,768,1
20327,147,785,0
20328,616,579,0
20329,624,41,1
20330,376,351,1
20331,761,637,1
20332,224,614,1
20333,197,34,1
20334,310,629,1
20335,171,219,1
20336,572,760,0
20337,787,116,1
20338,387,775,0
20339,538,87,0
20340,103,7,0
20341,487,576,1
20342,544,401,0
20343,227,298,1
20344,708,503,1
20345,319,163,1
20346,209,191,0
20347,463,641,1
20348,440,35,0
20349,291,148,1
20350,642,366,1
20351,643,218,0
20352,363,677,1
20353,237,199,1
20354,673,354,0
20355,512,32,0
20356,616,615,0
20357,114,302,1
20358,716,632,0
20359,491,399,0
20360,344,551,1
20361,216,448,0
20362,616,353,0
20363,72,483,0
20364,31,529,0
20365,394,550,1
20366,453,378,0
20367,257,528,1
20368,563,470,0
20369,439,174,1
20370,301,58,0
20371,645,393,1
20372,203,116,1
20373,390,270,1
20374,436,54,0
20375,388,594,0
20376,667,290,0
20377,517,760,1
20378,434,423,1
20379,4,682,1
20380,295,598,1
20381,794,324,0
20382,583,325,0
20383,433,428,1
20384,70,109,0
20385,393,454,0
20386,179,358,1
20387,44,138,1
20388,40,133,1
20389,738,492,1
20390,555,212,1
20391,667,192,1
20392,661,632,1
20393,452,289,1
20394,653,512,1
20395,151,367,1
20396,402,432,1
20397,730,202,1
20398,25,40,1
20399,757,407,1
20400,725,47,0
20401,614,771,0
20402,379,698,1
20403,221,646,1
20404,83,724,0
20405,374,593,1
20406,659,208,1
20407,330,318,0
20408,15,205,1
20409,731,188,0
20410,755,43,1
20411,495,674,1
20412,472,444,0
20413,261,799,0
20414,168,372,1
20415,590,577,0
20416,759,414,1
20417,722,475,1
20418,331,94,1
20419,586,146,1
20420,53,527,1
20421,390,705,1
20422,427,132,0
20423,276,196,0
20424,534,644,0
20425,752,669,0
20426,80,36,0
20427,284,650,0
20428,482,488,1
20429,483,330,1
20430,622,138,1
20431,515,120,0
20432,182,79,1
20433,75,585,0
20434,554,136,0
20435,444,400,0
20436,251,740,1
20437,469,503,1
20438,576,227,0
20439,453,708,1
20440,276,208,0
20441,11,384,1
20442,371,614,1
20443,52,303,1
20444,570,311,0
20445,682,567,0
20446,393,723,0
20447,255,408,1
20448,26,753,0
20449,569,327,1
20450,533,517,0
20451,600,464,0
20452,690,92,0
20453,642,175,1
20454,429,387,0
20455,723,263,1
20456,239,752,1
20457,770,501,0
20458,328,475,1
20459,516,596,1
20460,688,446,1
20461,614,450,0
20462,205,162,0
20463,163,552,0
20464,324,430,1
20465,438,563,0
20466,643,311,0
20467,4,498,1
20468,318,335,1
20469,623,750,1
20470,492,639,0
20471,57,100,0
20472,605,231,0
20473,574,460,0
20474,60,584,0
20475,228,759,0
20476,294,318,0
20477,271,720,0
20478,564,377,1
20479,428,494,1
20480,283,63,1
20481,212,116,0
20482,37,298,0
20483,616,645,0
20484,243,31,1
20485,681,629,1
20486,377,408,0
20487,53,459,1
20488,544,84,0
20489,116,105,0
20490,533,137,0
20491,301,501,0
20492,500,31,0
20493,96,710,1
20494,727,714,0
20495,52,298,1
20496,52,485,0
20497,538,164,1
20498,143,739,0
20499,444,80,1
20500,600,25,0
20501,699,754,1
20502,642,414,1
20503,197,67,1
20504,77,617,1
20505,725,167,0
20506,769,496,0
20507,44,245,0
20508,766,552,1
20509,290,499,1
20510,379,794,1
20511,221,564,1
20512,611,148,0
20513,231,386,1
20514,548,211,0
20515,201,416,1
20516,580,769,0
20517,766,156,1
20518,273,514,0
20519,138,193,0
20520,324,45,0
20521,684,424,1
20522,395,526,1
20523,232,168,0
20524,754,515,1
20525,446,530,1
20526,552,348,0
20527,553,317,1
20528,41,24,1
20529,241,377,1
20530,798,378,0
20531,335,300,1
20532,562,587,1
20533,706,431,0
20534,118,37,1
20535,667,718,1
20536,333,404,1
20537,60,250,1
20538,251,775,1
20539,345,690,1
20540,198,480,1
20541,189,79,1
20542,296,354,0
20543,151,474,1
20544,94,547,1
20545,502,327,0
20546,242,500,0
20547,502,415,0
20548,743,551,1
20549,75,686,1
20550,277,674,1
20551,358,163,1
20552,405,514,1
20553,365,515,1
20554,697,372,0
20555,738,60,1
20556,86,73,1
20557,131,509,0
20558,366,83,0
20559,553,651,0
20560,174,594,0
20561,673,614,1
20562,466,680,0
20563,319,762,0
20564,194,30,1
20565,770,696,1
20566,124,398,1
20567,729,382,1
20568,97,789,0
20569,524,309,0
20570,346,133,1
20571,492,491,0
20572,209,739,0
20573,83,91,1
20574,642,689,1
20575,89,536,1
20576,335,235,0
20577,710,739,0
20578,606,761,0
20579,25,625,1
20580,51,607,0
20581,81,521,1
20582,91,142,1
20583,551,539,0
20584,374,189,0
20585,334,38,1
20586,451,388,1
20587,769,6,1
20588,263,86,0
20589,170,690,1
20590,513,757,0
20591,328,271,1
20592,360,404,1
20593,217,376,1
20594,168,22,1
20595,727,131,0
20596,239,585,1
20597,330,168,1
20598,121,285,0
20599,84,194,0
20600,166,138,1
20601,545,208,0
20602,341,10,0
20603,186,145,0
20604,787,758,1
20605,308,305,0
20606,567,399,0
20607,755,466,1
20608,157,308,0
20609,232,37,0
20610,578,389,0
20611,573,108,1
20612,250,88,0
20613,409,337,1
20614,333,743,0
20615,281,107,1
20616,681,395,0
20617,605,382,0
20618,383,362,1
20619,685,609,1
20620,360,160,0
20621,771,241,0
20622,599,779,1
20623,774,763,0
20624,397,124,1
20625,760,776,0
20626,582,310,0
20627,211,441,1
20628,545,133,1
20629,614,173,0
20630,452,633,1
20631,678,141,1
20632,34,507,1
20633,173,715,1
20634,369,195,0
20635,213,228,1
20636,147,667,0
20637,210,224,1
20638,298,673,1
20639,486,471,1
20640,139,205,1
20641,673,742,1
20642,85,329,0
20643,429,315,0
20644,592,9,1
20645,668,615,1
20646,572,208,0
20647,513,709,0
20648,24,537,0
20649,659,138,1
20650,245,583,1
20651,535,209,1
20652,692,47,0
20653,167,795,1
20654,474,712,1
20655,552,734,0
20656,684,480,1
20657,542,657,0
20658,214,53,0
20659,284,10,0
20660,688,575,1
20661,80,773,1
